Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.01349,0.0,0.0,0.0,0.0,0.00986,0.0,0.0055
2.6,0.01076,0.0,0.0,0.0,0.0,0.0081,0.0,0.00443
2.7,0.00829,0.0,0.0,0.0,0.0,0.00642,0.0,0.0034
2.8,0.00665,0.0,0.0,0.0,0.0,0.00516,0.0,0.00275
2.9,0.00534,0.0,0.0,0.0,0.0,0.00421,0.0,0.00213
3.0,0.00426,0.0,0.0,0.0,0.0,0.00338,0.0,0.00165
3.1,0.00337,0.0,0.0,0.0,0.0,0.00273,0.0,0.00132
3.2,0.0028,0.0,0.0,0.0,0.0,0.00228,0.0,0.0011
3.3,0.00213,0.0,0.0,0.0,0.0,0.00176,0.0,8.2E-4
3.4,0.00172,0.0,0.0,0.0,0.0,0.00145,0.0,6.7E-4
3.5,0.00137,0.0,0.0,0.0,0.0,0.00116,0.0,5.2E-4
3.6,0.00108,0.0,0.0,0.0,0.0,9.4E-4,0.0,4.4E-4
3.7,8.6E-4,0.0,0.0,0.0,0.0,7.7E-4,0.0,3.3E-4
3.8,6.6E-4,0.0,0.0,0.0,0.0,6.1E-4,0.0,2.7E-4
3.9,5.6E-4,0.0,0.0,0.0,0.0,5.2E-4,0.0,2.3E-4
4.0,4.7E-4,0.0,0.0,0.0,0.0,4.4E-4,0.0,1.9E-4
4.1,3.4E-4,0.0,0.0,0.0,0.0,3.4E-4,0.0,1.3E-4
4.2,2.4E-4,0.0,0.0,0.0,0.0,2.4E-4,0.0,8.0E-5
4.3,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,0.0,8.0E-5
4.4,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,0.0,7.0E-5
4.5,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,0.0,6.0E-5
4.6,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,0.0,4.0E-5
4.7,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,0.0,2.0E-5
4.8,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,0.0,2.0E-5
4.9,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,2.0E-5
5.0,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,1.0E-5
5.1,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,1.0E-5
5.2,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,1.0E-5
5.3,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,1.0E-5
5.4,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,0.0,1.0E-5
5.5,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
5.6,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
5.7,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
5.8,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
